id,plot_summary,num_episodes,title
25474,"Bayron City is a Mega-Float type city in the Pacific Ocean, which doesn't belong to any particular nation. As the mine for Orgonium, a new energy resource, this city is the most noticed in the world right now, and here special cases caused by demons called ""D Hazards"" has been occurring frequently. Only a handful of people know about the existence of D Hazards. They are handled by Private Military Companies. Shu is a young man living in Bayron City who runs such a company, but his company is tiny. His life, both publicly and privately, is being supported by the beautiful high school girl Kisara who attends a school in Bayron City. At the root of Kisara's strong attachment to Shu is a contract signed between them. Her true identity is a demon. Kisara supports Shu's lifestyle, and even assists his demon extermination based on their contract. The price is a dangerously sweet kiss. Their uncertain bond teeters between love and contract.",,Engage Kiss
25473,"An immersive field of digital art known as ""perception art"" was developed only a decade ago. Kazuya Yamanashi is the son of a couple considered one of the founders of perception art, while Jun Tsuzuki is his friend. Both are childhood friends with Kyo Takise, who has influential art parents and is also a grader.",,OPUS.COLORs
25472,"Asahi Kashiwagi is a student who one morning runs into a series of unusual accidents on the way to school — all in accordance with a vague television fortune he watched that morning, and all culminating with an unfortunate encounter with a girl. Coincidentally, all the girls he meets are new students or teachers at his school. Asahi's prior knowledge of the girls earns him the suspicion of Yoshio, a self-proclaimed ""friend of Asahi."" After school, he finds a love letter in his shoe locker, telling him to come to the cherry blossom tree behind school, again according to his morning fortune. Asahi heads to the cherry blossom tree to see what awaits him.",,Love Flops
25471,"In a world filled with horrific monsters bent on death and destruction, humanity's only hope is dependent upon powerful Huntsmen and Huntresses. Ruby Rose, Weiss Schnee, Blake Belladonna, and Yang Xiao Long are four such Huntresses in training whose journeys will take them far past the grounds of their school, Beacon Academy. Though each may be powerful on their own, these four girls must overcome dark forces and work as a team if they truly hope to become the next generation of Remnant's protectors.",,RWBY: Ice Queendom
25470,"In the era when samurai rule Japan, the Shinsengumi police force has been all but wiped out by an unknown foe, save one survivor. Seven criminals have been chosen as substitutes for the Shinsengumi. To ensure law and order in Kyoto, a top-secret replacement operation is set in motion.",,Shine on! Bakumatsu Bad Boys
25452,"Dragon hunters: warriors armed with special silver weapons who kill their prey for bounty. Lowest among their ranks is Ragna, who forms an improbable partnership with the young genius Leonica, a master dragon slayer with more kills to her name than almost any other. All Ragna wants is to stay by Leonica's side, but his dream is shattered by an attack from the deadliest dragon imaginable. <em class=de-emphasized>(from manga)</em>",,Ragna Crimson
25449,"Kimi lives in a small, low-cost housing complex located in the seaside town of Kurosaki where trouble seems to follow her wherever she goes, and horrific incidents begin to occur.",,Housing Complex C
25443,"As a cultivation genius who has achieved a new realm every two years since he was a year old, Wang Ling is a near-invincible existence with powers far beyond his control. But now that he's sixteen, he faces his greatest battle yet - Senior High School. With one challenge after another popping up, his plans for a low-key high school life seem further and further away.",,Daily Life of the Immortal King
25434,"The protagonist suddenly wakes up one day to find out he has been turned into the pet dog of his cool and beautiful classmate Karen Inukai. While Karen is cool and expressionless at school, at home she dotes on her pet dog. <em class=de-emphasized>(from manga)</em>",,My Life as Inukai-san's Dog
25431,"Following a great war which engulfed numerous countries and came at a huge human cost, nations have forsworn overt warfare. Now battles are waged between spies, and the small Din Republic boasts an especially capable young man known as Klaus. When Klaus loses his mentor (and de facto father), he is given the man's failed mission and told to assemble his own elite spy team to infiltrate the neighboring country. Klaus agrees…but his idea of “elite” seems more like “incompetent” and the girls he picks for his mission don't look like they could spy on someone ten feet away from them, much less infiltrate an enemy nation. <em class=de-emphasized>(from manga)</em>",,Spy Classroom
25427,"Asahi Ikusaba is a high-school student who got lost and ended up in another world. He has knowledge of video games and fantasy worlds, but he is weak and does not have any ""cheat abilities."" He finds his older sister Mayu in the other world, and she has the strongest cheat ability and also has a brother complex.",,My One-Hit Kill Sister
25426,"Kikuru Madan has decided to retire out of fear of wasting his youth. One day, a guild staff member suggests that he go on a quest with a new female martial artist named Hitamu Kyan. However, she keeps getting hit by monsters one after another. <em class=de-emphasized>(from manga)</em>",,Immoral Guild
25419,"Alto Goldfield is a student at a magical academy who aims to become a master of all magic. However, when he is on the verge of failing a class on summoning magic and in danger of being held back a year, he finds an old summoning grimoire. Following its instructions, he inscribes a magic circle, and ends up summoning a powerful demon named Vermeil, who was sealed long ago, and makes her his familiar. However, the voluptuous Vermeil occassionally requires magical energy from Alto, which she claims by kissing him deeply.",,Vermeil in Gold
