0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
"{'role': 'Zen', 'name': 'Kenichi Ogata'}","{'role': ""Baban's wife"", 'name': 'Mai Nakahara'}","{'role': 'Jiiro', 'name': 'Toshiyuki Morikawa'}","{'role': 'Gouza', 'name': 'Motomu Kiyokawa'}","{'role': 'Kuumi Katsu', 'name': 'Akeno Watanabe'}","{'role': 'Guun', 'name': 'Kenji Nomura'}","{'role': 'Bakura', 'name': 'Takayuki Sugo'}","{'role': 'Romana', 'name': 'Yōko Hikasa'}","{'role': 'Façade', 'name': 'Ryōta Takeuchi'}","{'role': 'Tsurugi', 'name': 'Asami Seto'}","{'role': 'Mezami', 'name': 'Atsushi Tamaru'}","{'role': 'Baban', 'name': 'Takahiro Shimada'}","{'role': 'Myaa', 'name': 'Yū Serizawa'}","{'role': 'Kuryunesu', 'name': 'Masaaki Mizunaka'}","{'role': 'Meran', 'name': 'Hiromu Mineta'}","{'role': 'Sharuto', 'name': 'Wakana Kuramochi'}","{'role': 'Kirisu', 'name': 'Kanato Watai'}","{'role': 'Kuumi', 'name': 'Hina Yomiya'}","{'role': 'Tōka', 'name': 'Mayu Aoyagi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Mikiti Furupururin', 'name': 'Kenichi Ogata'}","{'role': 'Mitsuhiko Azumi', 'name': 'Hikaru Midorikawa'}","{'role': 'Shamil Naga', 'name': 'Takehito Koyasu'}","{'role': 'Amato Roy', 'name': 'Yūichi Nakamura'}","{'role': 'Rasta Cole', 'name': 'Yume Miyamoto'}","{'role': 'Yozora', 'name': 'Natsumi Fujiwara'}","{'role': 'Komachi Kokage', 'name': 'Reina Ueda'}","{'role': 'Liza Luna', 'name': 'Yumiri Hanamori'}","{'role': 'Garumi Lou', 'name': 'Ayasa Itō'}","{'role': 'Fianna Tierley', 'name': 'Reina Kondo'}","{'role': 'Sasara Azumi', 'name': 'Miyu Tomita'}","{'role': 'Kasumi Yanagi', 'name': 'Saya Aizawa'}","{'role': 'Nazuna Endō', 'name': 'Nene Hieda'}","{'role': 'Mitra Lil', 'name': 'Kyōka Moriya'}","{'role': 'Seiji Mukai', 'name': 'Jin Ogasawara'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ayaka Kiyose', 'name': 'Masayo Kurata'}","{'role': 'Lin Ōtsuki', 'name': 'Sōma Saitō'}","{'role': 'Maoto Tsujidō', 'name': 'Yoshiki Nakajima'}","{'role': 'Yoshikazu Ogawa', 'name': 'Daichi Hayashi'}","{'role': 'Banri Naoe', 'name': 'Ryōtarō Yamaguchi'}","{'role': 'Akira Kiyose', 'name': 'Kikunosuke Toya'}","{'role': 'Chihiro Isuzugawa', 'name': 'Amon Hirai'}","{'role': 'Daiki Takao', 'name': 'Magura Sukegawa'}","{'role': 'Eishirō Nijō', 'name': 'Shinnosuke Morikage'}","{'role': 'Fūga Tōgō', 'name': 'Ryūichirō Sakata'}","{'role': 'Homare Katsura', 'name': 'Yūki Shimomae'}","{'role': 'Izumi Kashii', 'name': 'Takumi Magoshi'}","{'role': 'Jun Wakasa', 'name': 'Kōsei Tsubokura'}","{'role': 'Kanata Morinomiya', 'name': 'Gaku Takamoto'}","{'role': 'Gakuto Haruka', 'name': 'masa'}","{'role': 'Sue Harumi', 'name': 'Aoi Kureha'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Takezo Kamota', 'name': 'Nobuo Tobita'}","{'role': 'Akito Yamada', 'name': 'Kouki Uchiyama'}","{'role': 'Akane Kinoshita', 'name': 'Inori Minase'}","{'role': 'Eita Sasaki', 'name': 'Natsuki Hanae'}","{'role': 'Runa Sasaki', 'name': 'Ai Kakuma'}","{'role': 'Momoko Maeda', 'name': 'Saori Ōnishi'}","{'role': 'Yukari Tsubaki', 'name': 'Rio Tsuchiya'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Sachiko Kasukabe', 'name': 'Kazue Ikura'}","{'role': 'Akane Hōōji', 'name': 'Asami Seto'}","{'role': 'Ōka Makuzawa', 'name': 'Ruriko Aoki'}","{'role': 'Shiragiku Ono', 'name': 'Azumi Waki'}","{'role': 'Hayato Kasukabe', 'name': 'Masaaki Mizunaka'}","{'role': 'Ami Tsuruga', 'name': 'Sayumi Suzushiro'}","{'role': 'Riho Tsukishima', 'name': 'Aya Yamane'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Mia Luna Tearmoon', 'name': 'Sumire Uesaka'}","{'role': 'Ludwig Hewitt', 'name': 'Yuichiro Umehara'}","{'role': 'Anne Littstein', 'name': 'Tomori Kusunoki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Rin Kanzaki', 'name': 'Mai Nakahara'}","{'role': 'Usagi', 'name': 'Kazuhiko Inoue'}","{'role': 'Akatsuki', 'name': 'Yuka Iguchi'}","{'role': 'Ryō Igarashi', 'name': 'Nobuhiko Okamoto'}","{'role': 'Yuti', 'name': 'Rina Hidaka'}","{'role': 'Kaede Kazama', 'name': 'Ayana Taketatsu'}","{'role': 'Lexia von Arcelia', 'name': 'Kaori Maeda'}","{'role': 'Yūya Tenjō', 'name': 'Yoshitsugu Matsuoka'}","{'role': 'Night', 'name': 'Nao Tōyama'}","{'role': 'Yukine Hyōdō', 'name': 'Shizuka Ishigami'}","{'role': 'Luna', 'name': 'Ai Kakuma'}","{'role': 'Shingo Kurata', 'name': 'Ayumu Murase'}","{'role': 'Kaori Hōjō', 'name': 'Akari Kitō'}","{'role': 'Miu Midō', 'name': 'Sayaka Senbongi'}","{'role': 'Kaori Houjou', 'name': 'Martina Tamburello'}","{'role': 'Lexia von Arselia', 'name': 'Giada Bonanomi'}","{'role': 'Yuuya Tenjou', 'name': 'Lorenzo Briganti'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Orphans Il Palettia', 'name': 'Kenji Hamada'}","{'role': 'Lumielle René Palettia', 'name': 'Rie Kugimiya'}","{'role': 'Grantz Magenta', 'name': 'Tomohiro Tsuboi'}","{'role': 'Sylphine Maise Palettia', 'name': 'Sachiko Kojima'}","{'role': 'Ilia Coral', 'name': 'Ai Kakuma'}","{'role': 'Anisphia Wynn Palettia', 'name': 'Sayaka Senbongi'}","{'role': 'Euphyllia Magenta', 'name': 'Manaka Iwami'}","{'role': 'Tilty Claret', 'name': 'Yū Sasahara'}","{'role': 'Algard Von Palettia', 'name': 'Shogo Sakata'}","{'role': 'Lainie Cyan', 'name': 'Hina Yomiya'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Tōko Saionji', 'name': 'Mashiro Kazahana'}","{'role': 'Haruki Higashima', 'name': 'Miu Yuzuhara'}","{'role': 'Natsuki Kitamura', 'name': 'Ren Sagami'}","{'role': 'Kensuke Yamamichi', 'name': 'Masahito'}","{'role': 'Aki Minami', 'name': 'Yuka Hinata'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Senshi', 'name': 'Hiroshi Naka'}","{'role': 'Chilchuck', 'name': 'Asuna Tomari'}","{'role': 'Marcille', 'name': 'Sayaka Senbongi'}","{'role': 'Laios', 'name': 'Kentarō Kumagai'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Hakkon (Boxxo)', 'name': 'Jun Fukuyama'}","{'role': 'Kerioiru', 'name': 'Kazuya Nakai'}","{'role': 'Director Bear', 'name': 'Atsushi Miyauchi'}","{'role': 'Michelle', 'name': 'Takuya Eguchi'}","{'role': 'Firumina', 'name': 'Ai Kayano'}","{'role': 'Shiro', 'name': 'Junya Enoki'}","{'role': 'Aka', 'name': 'Daiki Yamashita'}","{'role': 'Lammis', 'name': 'Kaede Hondo'}","{'role': 'Hyūrumi', 'name': 'Shiki Aoki'}","{'role': 'Shui', 'name': 'Miyu Tomita'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Magna', 'name': 'Naomi Kusumi'}","{'role': 'Zenom', 'name': 'Tomomichi Nishimura'}","{'role': 'The King', 'name': 'Hidenari Ugaki'}","{'role': 'Galm', 'name': 'Kousuke Toriumi'}","{'role': 'Dalmatia', 'name': 'Jōji Nakata'}","{'role': 'Eric', 'name': 'Tarusuke Shingaki'}","{'role': 'Aaron', 'name': 'Marina Inoue'}","{'role': 'Seto van Dalstein', 'name': 'Tomoaki Maeno'}","{'role': 'Cain', 'name': 'Yoshino Nanjō'}","{'role': 'Sarah', 'name': 'Aki Toyosaki'}","{'role': 'Silk', 'name': 'Aya Uchida'}","{'role': 'Nina', 'name': 'Hibiku Yamamura'}","{'role': 'Lefane von Dalstein', 'name': 'Mikako Komatsu'}","{'role': 'Lina', 'name': 'Maaya Uchida'}","{'role': 'Tifana', 'name': 'Sora Tokui'}","{'role': 'Yuuya Terra Hirasawa Esfort', 'name': 'Ryota Ohsaka'}","{'role': 'Rime', 'name': 'Sakura Nakamura'}","{'role': 'Millie', 'name': 'Saori Ōnishi'}","{'role': 'Rudy', 'name': 'Ayaka Suwa'}","{'role': 'Haku', 'name': 'Kaede Yuasa'}","{'role': 'Sarnos', 'name': 'Ikuto Kanemasa'}","{'role': 'Silvia', 'name': 'Natsu Yorita'}","{'role': 'Gin', 'name': 'Yūko Ōno'}","{'role': 'Parma', 'name': 'Yūko Ōno'}","{'role': 'Reine', 'name': 'Miharu Hanai'}","{'role': 'Teres', 'name': 'Manaka Iwami'}","{'role': 'Claude', 'name': 'Chiaki Kobayashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Kana Ichikawa', 'name': 'Yukari Tamura'}","{'role': 'Chikara Ōta', 'name': 'Jun Fukushima'}","{'role': 'Shō Adachi', 'name': 'Nobuhiko Okamoto'}","{'role': 'Honoka Hara', 'name': 'Aki Toyosaki'}","{'role': 'Haruya Nanjō', 'name': 'Nobunaga Shimazaki'}","{'role': 'Moeko Sekine', 'name': 'Megumi Han'}","{'role': 'Serina Yoshida', 'name': 'Atsumi Tanezaki'}","{'role': 'Rin Kanaoya', 'name': 'Yū Serizawa'}","{'role': 'Chihiro Kobayashi', 'name': 'Ayaka Asai'}","{'role': 'Kyōtarō Ichikawa', 'name': 'Shun Horie'}","{'role': 'Kenta Kanzaki', 'name': 'Gen Sato'}","{'role': 'Anna Yamada', 'name': 'Hina Yomiya'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Tsuyoshi Yamano', 'name': 'Jun Fukuyama'}","{'role': 'Sore', 'name': 'Kenyuu Horiuchi'}","{'role': 'Sabine', 'name': 'Kaori Maeda'}","{'role': 'Elinu', 'name': 'Ruriko Aoki'}","{'role': 'Tobias', 'name': 'Yūji Kameyama'}","{'role': 'Colette', 'name': 'Rika Tachibana'}","{'role': 'Mitsuha Yamano', 'name': 'Rika Nagae'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Sasaki', 'name': 'Tomokazu Sugita'}","{'role': 'Pii-chan', 'name': 'Aoi Yūki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Droyes', 'name': 'Mai Nakahara'}","{'role': 'Aransil', 'name': 'Kazuhiko Inoue'}","{'role': 'Enbil', 'name': 'Kenji Hamada'}","{'role': 'Dariel', 'name': 'Tomokazu Sugita'}","{'role': 'Smith', 'name': 'Hiroshi Iwasaki'}","{'role': 'Lizette', 'name': 'Shinnosuke Tachibana'}","{'role': 'Beseria', 'name': 'Satoshi Tsuruoka'}","{'role': 'Granbaza', 'name': 'Masaki Terasoma'}","{'role': 'Bashvaza', 'name': 'Atsushi Abe'}","{'role': 'Gashita', 'name': 'Tetsuya Kakihara'}","{'role': 'Zeviantes', 'name': 'Rumi Okubo'}","{'role': 'Sessha', 'name': 'Hiromichi Tezuka'}","{'role': 'Marika', 'name': 'Akane Fujita'}","{'role': 'Lady', 'name': 'Akari Kitō'}","{'role': 'Erica', 'name': 'Keiko Watanabe'}","{'role': 'Gran', 'name': 'Keiko Watanabe'}","{'role': 'Fitbitan', 'name': 'Takaki Ōtomari'}","{'role': 'Satome', 'name': 'Yūki Kudō'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Ore-kun', 'name': 'Tomokazu Sugita'}","{'role': 'Kaori Asakusa', 'name': 'Kaori Mizuhashi'}","{'role': 'Yuri Asakusa', 'name': 'Saori Ōnishi'}","{'role': 'Tsurugi Kanegafuchi', 'name': 'Lynn'}","{'role': 'Toto Asakusa', 'name': 'Miyu Kubota'}","{'role': 'Panda Kuramae', 'name': 'Akari Kitō'}","{'role': 'Ume Toranamon', 'name': 'Mayu Sagara'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Heika Demint', 'name': 'Akira Ishida'}","{'role': 'Justin Shamal', 'name': 'Tomokazu Sugita'}","{'role': 'Siatrich Newreal Chamos', 'name': 'Junichi Suwabe'}","{'role': 'Raeliana McMillan/Rinko Hanasaki', 'name': 'Yume Miyamoto'}","{'role': 'Noah Voltaire Wynknight', 'name': 'Yuichiro Umehara'}","{'role': 'Keith Westernberg', 'name': 'Shunichi Toki'}","{'role': 'Vivian Shamal', 'name': 'Yumika Yano'}","{'role': 'Adam Taylor', 'name': 'Shūichirō Umeda'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Akemi Aizawa', 'name': 'Kumiko Watanabe'}","{'role': 'Ferris Olston', 'name': 'Sayaka Ohara'}","{'role': 'Gorō Aizawa', 'name': 'Kenji Nomura'}","{'role': 'Misuzu Gundō', 'name': 'Rina Hidaka'}","{'role': 'Tatsumi Tanabe', 'name': 'Yoshitsugu Matsuoka'}","{'role': 'Junichirō Kubota', 'name': 'Kaito Ishikawa'}","{'role': 'Tomo Aizawa', 'name': 'Rie Takahashi'}","{'role': 'Kōsuke Misaki', 'name': 'Kōhei Amasaki'}","{'role': 'Carol Olston', 'name': 'Sally Amaki'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Wahlberg Baigan', 'name': 'Mugihito'}","{'role': 'Brad Coleman', 'name': 'Katsuyuki Konishi'}","{'role': 'Olore Andrew', 'name': 'Kenji Nomura'}","{'role': 'Rayne Almes', 'name': 'Yuuki Kaji'}","{'role': 'Anser Shinri', 'name': 'Kengo Kawanishi'}","{'role': 'Regro Burnedead', 'name': 'Chō'}","{'role': 'Dot Barrett', 'name': 'Takuya Eguchi'}","{'role': 'Lance Crown', 'name': 'Kaito Ishikawa'}","{'role': 'Lemon Irvine', 'name': 'Reina Ueda'}","{'role': 'Tom Knowles', 'name': 'Wataru Komada'}","{'role': 'Abyss Razor', 'name': 'Hiroki Nanami'}","{'role': 'Abel Walker', 'name': 'Yuichiro Umehara'}","{'role': 'Love Cute', 'name': 'Aoi Koga'}","{'role': 'Wirth Madl', 'name': 'Kent Itō'}","{'role': 'Mash Burnedead', 'name': 'Chiaki Kobayashi'}","{'role': 'Milo Genius', 'name': 'Shūichirō Umeda'}","{'role': 'Finn Ames', 'name': 'Reiji Kawashima'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Danchō', 'name': 'Ryotaro Okiayu'}","{'role': 'Marbas', 'name': 'Katsuyuki Konishi'}","{'role': 'Iberta', 'name': 'Gara Takashima'}","{'role': 'Astaroth', 'name': 'Yū Kobayashi'}","{'role': 'Lucia', 'name': 'Shizuka Itou'}","{'role': 'Watson', 'name': 'Atsushi Abe'}","{'role': 'Naberius', 'name': 'Junichi Suwabe'}","{'role': 'Luther', 'name': 'Yūki Ono'}","{'role': 'Stanley', 'name': 'Hidenori Takahashi'}","{'role': 'Wisteria', 'name': 'Ayana Taketatsu'}","{'role': 'Citri', 'name': 'Yoshitsugu Matsuoka'}","{'role': 'Snow', 'name': 'Ryota Ohsaka'}","{'role': 'Shura', 'name': 'Kōtarō Nishiyama'}","{'role': 'Harriett', 'name': 'Karin Oda'}","{'role': 'Holmes', 'name': 'Makoto Furukawa'}","{'role': 'Maurie', 'name': 'Chitose Morinaga'}","{'role': 'Dantalion', 'name': 'Shunsuke Takeuchi'}","{'role': 'Takenami', 'name': 'Kentarō Kumagai'}","{'role': 'Vivian', 'name': 'Iori Saeki'}","{'role': 'Diana', 'name': 'Risa Imayanagi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Okachimachi', 'name': 'Aya Hirano'}","{'role': 'Ranko Mannen', 'name': 'Rina Satou'}","{'role': 'Cafe Manager', 'name': 'Ayahi Takagaki'}","{'role': 'Shiipon', 'name': 'Tomoyo Kurosawa'}","{'role': 'Zoya', 'name': 'Jenya'}","{'role': 'Yumechi', 'name': 'Minami Tanaka'}","{'role': 'Nagomi Wahira', 'name': 'Reina Kondo'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Saejima', 'name': 'Kouki Uchiyama'}","{'role': 'Fuyutsuki-san', 'name': 'Yui Ishikawa'}","{'role': 'Otonashi', 'name': 'Ayane Sakura'}","{'role': 'Komori', 'name': 'Yumi Uchiyama'}","{'role': 'Yukimin', 'name': 'Hiyori Nitta'}","{'role': 'Katori', 'name': 'Shugo Nakamura'}","{'role': 'Himuro-kun', 'name': 'Chiaki Kobayashi'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Kubo', 'name': 'Akio Ōtsuka'}","{'role': 'Yoshitatsu Matori', 'name': 'Shinichiro Miki'}","{'role': 'Kasen Tosu', 'name': 'Sayaka Ohara'}","{'role': 'Shino', 'name': 'Kōichi Yamadera'}","{'role': 'Tetsuo Tosu', 'name': 'Junichi Suwabe'}","{'role': 'Tabata', 'name': 'Mitsuhiro Sakamaki'}","{'role': 'Hibiki', 'name': 'Rumi Okubo'}","{'role': 'Takeda', 'name': 'Katsuhiro Tokuishi'}","{'role': 'Kyōichi Majima', 'name': 'Kent Itō'}","{'role': 'Nobuto Matori', 'name': 'Keita Tada'}","{'role': 'Reika Tosu', 'name': 'Chihiro Shirata'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Rem Saverem', 'name': 'Maaya Sakamoto'}","{'role': 'Chuck Lee', 'name': 'Tomokazu Sugita'}","{'role': 'E.G. the Mine', 'name': 'Wataru Takagi'}","{'role': 'Zazie the Beast', 'name': 'TARAKO'}","{'role': 'William Conrad', 'name': 'Ryusei Nakao'}","{'role': 'Nicholas D. Wolfwood', 'name': 'Yoshimasa Hosoya'}","{'role': 'Roberto de Niro', 'name': 'Kenji Matsuda'}","{'role': 'Legato Bluesummers', 'name': 'Kouki Uchiyama'}","{'role': 'Vash', 'name': 'Tomoyo Kurosawa'}","{'role': 'Vash the Stampede', 'name': 'Yoshitsugu Matsuoka'}","{'role': 'Gray the Ninelives', 'name': 'Kento Fujinuma'}","{'role': 'Livio the Double Fang', 'name': 'Genki Muro'}","{'role': 'Lolo', 'name': 'Megumi Han'}","{'role': 'Elendira the Crimsonnail', 'name': 'Ayumu Murase'}","{'role': 'Millions Knives', 'name': 'Junya Ikeda'}","{'role': 'Millions Knives', 'name': 'Yumiri Hanamori'}","{'role': 'Monev the Gale', 'name': 'Chikahiro Kobayashi'}","{'role': 'Meryl Stryfe', 'name': 'Sakura Andou'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'role': 'Rebecca', 'name': 'Mai Nakahara'}","{'role': 'Gieselbert', 'name': 'Tomoaki Maeno'}","{'role': 'Mel', 'name': 'Haruka Tomatsu'}","{'role': 'Lawrence', 'name': 'Kaito Ishikawa'}","{'role': 'Frederica', 'name': 'Reina Ueda'}","{'role': 'Abel', 'name': 'Haruki Ishiya'}","{'role': 'Eric', 'name': 'Makoto Koichi'}","{'role': 'Hazelita', 'name': 'Kanna Nakamura'}","{'role': 'Cecilia', 'name': 'Hime Sawada'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
